80,252,263,380,626,747,860,902,913,991,993,1023,63,579,653,810,994,19,96,99,262,264,300,408,483,542,574,600,616,957,49,289,341,353,358,361,389,498,552,573,655,657,671,703,721,768,815,851,869,881,14,172,201,243,251,274,278,281,320,549,587,735,740,748,836,908,932,938,964,78,207,211,280,566,789,189,500,513,555,716,847,57,284,369,404,450,497,523,672,882,61,215,232,287,443,488,951,98,165,413,454,639,936,947,989,204,275,448,480,551,150,980,67,111,568,613,545,546,578,547,925,373,250,326,750,834,835,541,509,507,505,158,126,792,729,793,760,761,826,825,158,189,126,190,157,159,158,859,858,473,755,950,765,394,361,362,329,729,729,860,702,671,867,509,477,446,510,509,728,727,695,696,729,697,726,729,856,158,126,408,280,250,154,186,187,123,771,859,858,408,826,446,794,826,793,280,281,825,857,273,598,312,245,846,989,698,280,408,879,826,859,858,761,760,729,649,382,826,222,507,475,846,766,189,273,312,677,805,856,790,771,183,150,312,150,119,118,152,151,88,56,925,956,958,987,849,443,541,507,475,476,509,508,733,858,857,889,856,285,984,985,182,183,677,216,846,326,731,925,152,183,823,822,920,443,411,373
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.00030000000000000003,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009000000000000001,0.0009000000000000001,0.0009000000000000001,0.0009000000000000001,0.0009000000000000001,0.0009000000000000001,0.0009000000000000001,0.0009000000000000001,0.001,0.001,0.001,0.001,0.0011,0.0012000000000000001,0.0012000000000000001,0.0013000000000000002,0.0014,0.0014,0.0015,0.044000000000000004,0.0453,0.047400000000000005,0.0591,0.1034,0.38180000000000003,0.5910000000000001,0.9304,1.1167,1.4037000000000002,1.4078000000000002,1.5821,1.5839,1.5859,1.9843000000000002,2.7848,2.7889,2.8278000000000003,2.8279,2.831,2.8317,2.8332,2.8674,2.8772,2.9135,2.9177,2.92,2.9203,2.9206000000000003,2.9243,3.0626,3.0653,3.0781,4.4321,4.495,4.631,4.6801,4.6837,4.6844,4.6850000000000005,4.6966,4.8103,5.1711,5.5615000000000006,6.3365,6.3391,6.589,6.8291,6.834700000000001,6.8354,6.836600000000001,6.8593,6.985,6.9881,6.9899000000000004,6.990200000000001,6.9961,6.9976,7.0040000000000004,7.216,7.2983,7.7987,7.802700000000001,7.9443,8.166,8.177,8.1902,8.1914,8.1987,8.199200000000001,8.333300000000001,8.3856,8.3985,8.4908,8.563600000000001,8.5694,8.6927,8.693800000000001,8.7036,8.7254,8.728100000000001,9.5035,9.519,9.5508,9.6117,10.3194,10.412600000000001,10.449200000000001,10.4821,10.502600000000001,10.8862,11.047500000000001,12.347900000000001,12.4314,12.440000000000001,12.446200000000001,12.586,12.596,12.597800000000001,13.6607,14.0233,14.1834,14.255,14.4204,14.4288,14.7446,14.882700000000002,15.3337,15.4076,15.466000000000001,16.67,17.2449,17.788,18.215700000000002,18.6052,18.671400000000002,18.6755,19.352600000000002,19.675900000000002,19.6781,19.6861,19.689600000000002,19.6898,19.700100000000003,19.7026,19.980900000000002,19.9861,19.988500000000002,19.996000000000002,22.091800000000003,22.3793,22.3811,22.3812,22.3819,22.3824,22.3828,22.3866,23.0456,23.7325,23.7329,23.7344,23.7411,23.898500000000002,23.9018,23.907500000000002,24.366,24.3796,25.6251,26.236600000000003,26.5348,27.566200000000002,27.7578,28.863500000000002,28.964000000000002,28.975,29.3746,29.3823,29.6747,31.0656,31.0666,31.570600000000002
